34,687,1.00000000
44,49456,1.00000000
54,245997,1.00000000
64,175148,3.07993519
74,173919,3.13218973
84,183384,2.69319718
94,186169,2.55020110
104,179355,2.82262878
114,183153,2.62958159
124,181308,2.69641854
134,181348,2.68470302
144,183242,2.59683049
154,182430,2.63514578
164,180623,2.69943742
174,182891,2.62054737
184,180441,2.68391957
194,179704,2.73519300
204,181547,2.68120402
214,179921,2.79036717
224,179214,2.71097390
234,178588,2.78958277
244,179958,2.74987185
254,179300,2.81325536
264,179224,2.71767424
274,178390,2.82444930
284,181751,2.69429327
294,179470,2.77788164
304,180099,2.76487287
314,179988,2.78610350
324,182597,2.68477118
334,180008,2.80623038
