41,945,1.00000000
51,74957,1.00000000
61,245174,1.02020276
71,167316,3.42826951
81,174834,3.10186256
91,184957,2.69823432
101,186082,2.66434606
111,180134,2.86864360
121,183977,2.75354714
131,183113,2.73505867
141,183010,2.77861969
151,183030,2.77416394
161,182611,2.77755432
171,184991,2.75140183
181,183424,2.74983892
191,183032,2.77020059
201,183980,2.73651482
211,183832,2.72519384
221,181490,2.80704093
231,183323,2.70712700
241,181843,2.77520505
251,182146,2.78215029
261,184596,2.68658525
271,181843,2.72065562
281,180379,2.79008927
291,182184,2.72023123
301,180004,2.79154608
311,181439,2.75473862
321,180222,2.72386474
331,180861,2.76296337
341,180685,2.70461467
