42,524,1.00000000
52,32674,1.00000000
62,245625,1.00000000
72,188605,1.09703047
82,201832,1.06948284
92,209113,1.05727062
102,193396,1.08614554
112,204137,1.06484613
122,186263,1.10232599
132,194715,1.08227903
142,204997,1.06130152
152,180021,1.11011510
162,193388,1.07963765
172,203243,1.05809122
182,182399,1.10037089
192,191202,1.08275781
202,198388,1.06184725
212,189005,1.08300354
222,189857,1.08226500
232,197233,1.06501889
242,194266,1.07516356
252,190315,1.08185357
262,196988,1.06754594
272,194574,1.07323552
282,192123,1.07940273
292,197199,1.06806887
302,196764,1.07336506
312,191337,1.08101132
322,199130,1.06820852
332,198135,1.07229846
342,192570,1.08387707
