1008,12702,1.14088208
1018,164567,1.16133528
1028,158031,1.18071147
1038,154581,1.19245567
1048,153003,1.19852129
1058,151947,1.20103620
1068,150523,1.20596496
1078,150276,1.20916485
1088,150030,1.20441722
1098,149992,1.20967589
1108,150334,1.20649745
1118,150630,1.20623772
1128,150977,1.20584402
1138,150455,1.20619596
1148,150423,1.20921472
1158,150971,1.20561872
1168,150631,1.20619818
1178,150218,1.20685827
1188,150572,1.20617437
1198,150210,1.20677276
1208,150940,1.20570898
1218,150420,1.20656802
1228,150606,1.20619838
1238,151085,1.20540814
1248,150001,1.20705169
1258,150699,1.20605869
1268,150496,1.20896125
1278,150454,1.20640918
1288,150344,1.20663087
1298,150487,1.20653088
1308,151669,1.20462794
