367,3,1.00000000
377,170650,1.10825017
387,187051,1.10240346
397,183914,1.11051920
407,182085,1.11406086
417,185176,1.10834440
427,184823,1.10633302
437,184832,1.10718334
447,177979,1.10931012
457,178440,1.10943332
467,176632,1.10636047
477,177047,1.11052731
487,183888,1.10803401
497,185202,1.10603848
507,182988,1.11075127
517,185214,1.10640752
527,184653,1.10704963
537,184047,1.10993744
547,183333,1.10974514
557,185240,1.10622726
567,184619,1.10727788
577,183819,1.10998063
587,185463,1.10638395
597,184030,1.10944360
607,185260,1.10644587
617,183911,1.10977745
627,184484,1.10708604
637,184494,1.10878759
647,183945,1.11001810
657,185015,1.10648143
667,185468,1.10617620
