681,13839,1.11839776
691,167961,1.11462935
701,175397,1.13043831
711,169571,1.14564745
721,168990,1.14633237
731,170630,1.14218611
741,169207,1.14524272
751,171222,1.14155726
761,169706,1.14555221
771,171065,1.14316247
781,169891,1.14343808
791,170366,1.14419081
801,169497,1.14550455
811,170546,1.14200841
821,171081,1.14158844
831,169507,1.14572235
841,170141,1.14484287
851,171037,1.14108259
861,169720,1.14348096
871,170025,1.14479097
881,171043,1.14145766
891,169781,1.14484592
901,171334,1.14379129
911,170340,1.14256099
921,170062,1.14473448
931,171363,1.14129052
941,170316,1.14487239
951,170314,1.14434199
961,170452,1.14446420
971,169994,1.14244600
981,170245,1.14486012
