36,679,1.00000000
46,50352,1.00000000
56,245525,1.00000000
66,181419,2.79380103
76,165916,3.49674843
86,175229,3.03722398
96,181817,2.79017318
106,183034,2.76333104
116,177747,2.94554583
126,179682,2.87422250
136,179821,2.87221362
146,181052,2.81390873
156,180037,2.83282782
166,179954,2.83702424
176,178914,2.89619311
186,181316,2.78378587
196,178959,2.87335755
206,179652,2.83081241
216,180107,2.79047946
226,179439,2.79225686
236,177142,2.87689651
246,179944,2.75825424
256,179877,2.74582949
266,177761,2.82877414
276,179814,2.70610012
286,178910,2.74395256
296,179320,2.74479731
306,179389,2.74005677
316,179228,2.73566140
326,180460,2.74161609
336,180010,2.66730570
