35,482,1.00000000
45,1302,1.00000000
55,152337,1.00000000
65,229740,1.36951594
75,164041,3.58803954
85,172042,3.21013685
95,177265,2.96923701
105,183996,2.67738304
115,179020,2.83373306
125,178627,2.82592119
135,178121,2.82839104
145,177755,2.79865946
155,180838,2.68816586
165,178847,2.75223374
175,179433,2.74864995
185,180444,2.78292859
195,181972,2.60498353
205,181634,2.68791580
215,183353,2.64216131
225,184065,2.56868412
235,181702,2.67084812
245,185124,2.55148091
255,183069,2.65146865
265,181189,2.69008602
275,183609,2.62165876
285,184911,2.58142095
295,184412,2.62429679
305,182856,2.69892802
315,183988,2.65358995
325,182743,2.69665745
335,184718,2.67622804
345,182257,2.72705327
