52,380,1.00000000
62,2190,1.00000000
72,219740,1.00000000
82,209583,1.91659658
92,162634,3.67047666
102,173991,3.14963613
112,181763,2.83900249
122,185987,2.68218952
132,178310,2.97508610
142,179303,2.91317415
152,180687,2.86130983
162,182379,2.83215999
172,180227,2.86274922
182,180745,2.89657770
192,181307,2.85327409
202,181899,2.84309425
212,181673,2.84918990
222,181174,2.88761007
232,181199,2.85442100
242,181630,2.84162109
252,181636,2.84776632
262,180861,2.89048500
272,181163,2.85050539
282,181567,2.84145791
292,180804,2.85356227
302,182299,2.84302970
312,181423,2.87921107
322,181849,2.84001055
332,181264,2.85164114
342,181681,2.84165007
352,182245,2.87238961
362,181232,2.84531672
