33,482,1.00000000
43,37755,1.00000000
53,246340,1.00000000
63,188509,2.57963291
73,202693,2.10221652
83,207952,1.92966108
93,193170,2.39708022
103,205962,2.02239863
113,186086,2.65079757
123,195864,2.30346290
133,203496,2.03204680
143,181054,2.74152407
153,194612,2.26797332
163,202103,1.99223099
173,183244,2.62684221
183,193222,2.24223583
193,200713,2.00097756
203,188547,2.39614443
213,190920,2.30037903
223,199229,2.04204671
233,194187,2.22656936
243,192914,2.25667147
253,197143,2.11696985
263,194650,2.22540201
273,194412,2.19867297
283,197396,2.11917329
293,197573,2.22532506
303,193394,2.23833297
313,200456,2.08103297
323,197278,2.22061839
333,193072,2.34219321
