34,1035,1.00000000
44,78177,1.00000000
54,243857,1.02381890
64,180072,2.86072884
74,203579,2.01552429
84,203551,2.00913408
94,193295,2.35448027
104,205670,1.97981876
114,182899,2.74456522
124,197354,2.24738973
134,200471,2.13208019
144,182995,2.70193207
154,198573,2.20226965
164,199666,2.17519349
174,186056,2.64362628
184,197030,2.24887361
194,200017,2.16906302
204,185826,2.64505336
214,197400,2.24661247
224,200832,2.13146958
234,186411,2.64143178
244,196715,2.22599886
254,201770,2.06786026
264,183061,2.69926602
274,195759,2.24274099
284,202235,2.01076692
294,182737,2.65000437
304,192020,2.31879817
314,202637,1.96118252
324,185348,2.53883972
334,191786,2.30035549
