35,524,1.00000000
45,28561,1.00000000
55,245769,1.00000000
65,189720,2.51769893
75,201713,2.11921410
85,208489,1.88959272
95,192539,2.40798228
105,204019,2.04051500
115,187143,2.62422778
125,195272,2.31644599
135,204907,2.03249599
145,182893,2.73421887
155,195910,2.29103905
165,204166,2.05356231
175,184304,2.71339814
185,195966,2.30217122
195,203743,2.05718837
205,184314,2.70741094
215,195540,2.30887865
225,204899,2.04301495
235,184723,2.71306124
245,194705,2.34019286
255,205111,2.03747198
265,184386,2.71617226
275,195233,2.34389196
285,205093,2.00571690
295,183419,2.75464749
305,195080,2.34575487
315,205899,2.00276474
325,184387,2.71534747
335,194662,2.35307894
