36,524,1.00000000
46,19893,1.00000000
56,239162,1.00000000
66,226346,1.25404378
76,183152,2.58610292
86,160181,3.61130808
96,165492,3.34131765
106,172451,3.05285522
116,175807,2.88413699
126,180462,2.71729608
136,183829,2.61591330
146,186784,2.50442649
156,181452,2.66985846
166,183111,2.65027658
176,180139,2.77646732
186,179747,2.79971270
196,183182,2.67431826
206,182272,2.69760959
216,181374,2.72878351
226,179679,2.82872596
236,181556,2.76325147
246,182180,2.76338912
256,180840,2.78949984
266,180843,2.83814376
276,180907,2.80965482
286,180377,2.85061311
296,180140,2.82707484
306,182406,2.76537935
316,181563,2.79545705
326,177309,2.96074674
336,179155,2.89609184
