31,434,1.00000000
41,10470,1.00000000
51,240781,1.00000000
61,225376,1.29854063
71,187604,2.41785059
81,157845,3.70489999
91,166901,3.24354085
101,173578,2.98093615
111,174561,2.92026476
121,182193,2.63826802
131,181866,2.67634567
141,178446,2.80801114
151,174871,2.88433803
161,177846,2.78283079
171,179625,2.72469419
181,177202,2.83246115
191,183261,2.67561629
201,180037,2.62789845
211,176519,2.85030144
221,180756,2.66705760
231,178314,2.76824106
241,178198,2.76505780
251,178131,2.76289563
261,179525,2.71322015
271,179456,2.73010176
281,177043,2.82978916
291,179239,2.71312684
301,179839,2.70248522
311,179599,2.73076667
321,177215,2.79394295
331,181105,2.70017842
341,172119,2.78199663
