36,524,1.00000000
46,22673,1.00000000
56,243305,1.00000000
66,221017,1.48570471
76,179793,2.79756035
86,164798,3.45087449
96,172268,3.11656910
106,177566,2.82851360
116,182470,2.69623771
126,177082,2.86396889
136,177094,2.89905745
146,178742,2.79983643
156,180052,2.73399958
166,180101,2.72719882
176,180068,2.76591268
186,179987,2.75956952
196,181332,2.72279397
206,181171,2.69150839
216,180430,2.69791240
226,181170,2.70675480
236,181806,2.66391730
246,181721,2.68269358
256,181847,2.66935705
266,182386,2.65554164
276,181762,2.66004884
286,181642,2.66730235
296,181408,2.66764262
306,182565,2.64546818
316,181957,2.65567332
326,181306,2.68668946
336,181649,2.66271523
346,166898,2.65546662
