44,326,1.00000000
54,1220,1.00000000
64,125265,1.00000000
74,240402,1.14032120
84,200754,2.16028138
94,160853,3.76874154
104,163306,3.61724909
114,168698,3.36929505
124,174412,3.10251739
134,168098,3.40773756
144,168715,3.38524561
154,171089,3.27259930
164,171323,3.29105391
174,168847,3.33950005
184,171018,3.27776996
194,169852,3.32853700
204,170318,3.32182759
214,170952,3.30831187
224,171131,3.26503083
234,170314,3.31962852
244,169547,3.32330402
254,170903,3.30728343
264,170920,3.27201939
274,170403,3.31957100
284,169959,3.31312551
294,171415,3.30200715
304,170821,3.27565835
314,170448,3.31835770
324,169677,3.31348106
334,170546,3.30846150
344,170547,3.30955141
354,170493,3.27724085
