35,580,1.00000000
45,47779,1.00000000
55,242728,1.00000000
65,241509,1.01220089
75,239566,1.03985317
85,238410,1.08211676
95,237760,1.12041493
105,235091,1.19235863
115,232141,1.26744457
125,228404,1.35830151
135,225312,1.41953453
145,221955,1.53185871
155,218041,1.61731094
165,213612,1.75117490
175,210648,1.84421113
185,205232,2.01450391
195,198822,2.18374253
205,193274,2.38804486
215,186476,2.64247753
225,181419,2.82627451
235,171694,3.20989222
245,167212,3.43147706
255,166946,3.53143700
265,161723,3.59041241
275,167364,3.42365144
285,175800,3.06134118
295,169714,3.32893062
305,172495,3.23168395
315,170149,3.32348583
325,169803,3.34294743
335,170960,3.20971996
