35,524,1.00000000
45,37676,1.00000000
55,245819,1.00000000
65,186052,1.10328050
75,166292,1.15597301
85,175781,1.12747316
95,181629,1.11426945
105,184198,1.10776737
115,177585,1.12380200
125,180006,1.11726076
135,180880,1.11613234
145,181797,1.11469948
155,180581,1.11471387
165,181219,1.11575783
175,179889,1.11759760
185,181111,1.11160919
195,179203,1.11643439
205,180235,1.11374191
215,179931,1.11397159
225,180810,1.11132488
235,177843,1.11713290
245,180095,1.10951459
255,180173,1.10950742
265,179093,1.11104651
275,178746,1.11330406
285,180789,1.10635623
295,180108,1.10782647
305,179634,1.10797460
315,180741,1.10550201
325,179019,1.11291622
335,178433,1.10800712
