2596,1770,25.06,112,25043
2597,3734,52.98,320,71441
2598,3739,53.14,528,117805
2599,3857,54.84,736,163969
2600,3847,54.62,944,210159
2601,4182,58.99,1152,255717
2602,4030,57.16,1360,301606
2603,4038,57.16,1568,347446
2604,3954,56.07,1776,393452
2605,3955,55.74,1984,439467
2606,3899,55.03,208,46143
2607,3786,53.60,416,92464
2608,3831,54.00,624,138729
2609,3678,52.04,832,185228
2610,3767,53.24,1040,231618
2611,3900,55.28,1248,278005
2612,3941,55.76,1468,326954
2613,3855,54.42,1680,374032
2614,3879,54.82,1875,417402
2615,3837,54.05,2080,462766
2616,3996,56.47,208,46021
2617,3913,55.61,432,95672
2618,3909,55.36,640,141771
2619,3844,54.47,848,187980
2620,3855,54.64,1056,234157
2621,3800,53.70,1264,280430
2622,3801,53.59,1472,326741
2623,3798,53.91,1680,373011
2624,3955,56.01,1888,419277
2625,3871,54.52,2096,465567
2626,3888,54.92,208,46299
2627,3861,54.65,432,96076
2628,3852,54.79,640,142248
2629,3847,54.56,848,188427
2630,3875,54.79,1056,234601
2631,3855,54.44,1264,280790
2632,3866,54.61,1472,326977
2633,3834,54.31,1680,373207
2634,3866,54.79,1888,419398
2635,3895,55.12,2096,465528
2636,3881,54.67,208,46152
2637,3836,54.33,416,92401
2638,3975,56.48,624,138707
2639,3937,55.51,848,188459
2640,3803,53.93,1056,234728
2641,3827,54.02,1264,280993
2642,3793,53.59,1472,327273
2643,3825,54.21,1680,373515
2644,3800,53.86,1888,419791
2645,3808,53.86,2096,466085
2646,3842,54.18,208,46240
2647,3969,56.13,416,92560
2648,3929,55.41,640,142382
2649,3844,54.09,848,188618
2650,3825,54.36,1056,234865
2651,3800,53.66,1264,281154
2652,3847,54.55,1472,327353
2653,3897,54.74,1680,373486
2654,3856,54.48,1888,419704
2655,3845,54.02,2096,465941
2656,3858,54.60,208,46200
2657,3837,54.39,416,92417
2658,3855,54.59,624,138624
2659,3804,53.86,832,184894
2660,3868,54.52,1040,231249
2661,3749,53.19,1248,277590
2662,3760,53.30,1456,323811
2663,3875,54.77,1664,369972
2664,3897,54.91,1872,416120
2665,3887,55.05,2080,462304
2666,3938,55.86,208,46203
2667,3966,55.96,416,92419
2668,3870,54.77,640,142248
2669,3866,54.39,848,188442
2670,3814,54.04,1056,234731
2671,3745,53.27,1264,281082
2672,3801,53.86,1472,327379
2673,3823,54.24,1680,373601
2674,3854,54.54,1888,419795
2675,3959,56.03,2096,466034
2676,3988,56.33,208,46194
2677,3920,55.39,432,95885
2678,3881,54.93,640,142028
2679,3877,54.82,848,188178
2680,3860,54.46,1056,234375
2681,3891,55.02,1264,280497
2682,3886,54.97,1472,326647
2683,3819,54.20,1680,372871
2684,3827,53.93,1888,419130
2685,3782,53.73,2096,465443
2686,3889,54.77,208,46306
2687,3868,54.66,416,92656
2688,3838,54.27,640,142656
2689,3744,53.12,848,189023
2690,3803,53.77,1056,235273
2691,3848,54.48,1264,281461
2692,3872,54.81,1472,327619
2693,3941,55.74,1680,373656
2694,3977,56.22,1888,419628
2695,3912,55.23,2096,465746
2696,3849,54.42,208,46208
2697,3923,55.22,416,92451
2698,4035,57.15,624,138682
2699,3819,54.10,848,188504
2700,3785,53.24,1056,234829
2701,3777,53.53,1264,281177
2702,3765,53.28,1472,327489
2703,3841,54.29,1680,373739
2704,4006,56.68,1888,419931
2705,3950,55.76,2096,466129
2706,3856,54.52,208,46207
2707,3888,54.95,432,95980
2708,3829,54.09,640,142203
2709,3825,53.88,848,188466
2710,3836,54.25,1056,234685
2711,3859,54.68,1264,280840
2712,3842,54.18,1472,327079
2713,3833,54.33,1680,373306
2714,3846,54.36,1888,419542
2715,3904,55.27,2096,465798
2716,3995,56.71,224,49839
2717,3837,54.29,432,96040
2718,3846,54.41,640,142255
2719,3884,55.17,848,188388
2720,3899,55.42,1056,234504
2721,3889,54.88,1264,280641
2722,3880,54.74,1472,326810
2723,3838,54.25,1680,373053
2724,3848,54.34,1888,419300
2725,4033,57.08,2096,465558
2726,3887,55.10,224,49783
2727,3883,54.93,432,95942
2728,3860,54.76,640,142121
2729,3841,54.26,848,188338
2730,3825,54.36,1056,234559
2731,3813,54.04,1264,280817
2732,3798,53.95,1472,327097
2733,3975,56.04,1680,373361
2734,3886,55.16,1904,423291
2735,3804,53.90,2112,469556
2736,3828,54.27,208,46196
2737,3865,54.53,416,92410
2738,3881,55.12,624,138571
2739,3863,54.49,832,184793
2740,3953,55.71,1040,231062
2741,3862,54.47,1248,277275
2742,3681,52.12,1456,323532
2743,3840,54.28,1664,369763
2744,3856,54.40,1872,415954
2745,3864,54.79,2080,462114
2746,3869,54.91,208,46156
2747,3861,54.74,416,92325
2748,3925,55.53,624,138383
2749,3953,55.70,832,184526
2750,3958,56.03,1040,230691
2751,3935,55.66,1261,280105
2752,3807,53.91,1472,326865
2753,3849,54.57,1680,373062
2754,3861,54.36,1888,419275
2755,3806,53.92,2096,465573
2756,3895,55.26,208,46301
2757,3952,55.97,416,92598
2758,3839,54.50,640,142449
2759,3797,53.73,848,188770
2760,3798,53.83,1056,235060
2761,3831,54.07,1264,281294
2762,3863,54.82,1472,327471
2763,3876,54.88,1680,373615
2764,3929,55.50,1888,419684
2765,3936,55.78,2096,465714
2766,3876,54.93,208,46172
2767,3881,54.76,416,92328
2768,3815,54.23,624,138558
2769,3813,54.08,832,184808
2770,3883,55.04,1040,231098
2771,3984,56.30,1248,277358
2772,3829,54.27,1472,327188
2773,3852,54.42,1680,373374
2774,3909,55.41,1888,419486
2775,3899,55.14,2096,465608
2776,3906,54.98,208,46117
2777,3878,54.99,416,92234
2778,3910,55.32,624,138333
2779,3787,53.56,832,184635
2780,3825,54.43,1040,230905
2781,3918,55.42,1248,277163
2782,3953,55.99,1456,323396
2783,3807,53.96,1680,373282
2784,3806,53.66,1888,419557
2785,3833,53.99,2096,465802
2786,3873,54.79,208,46151
2787,3813,53.77,416,92438
2788,3811,53.83,624,138717
2789,3826,54.19,832,184941
2790,3960,55.82,1040,231137
2791,3938,55.69,1248,277330
2792,3934,55.57,1456,323488
2793,3888,55.23,1664,369641
2794,3807,53.93,1888,419437
2795,3817,54.09,2096,465693
2796,3836,54.15,208,46238
