1395,1789,27.95,176,38038
1396,2486,38.84,432,93431
1397,2595,40.55,688,148580
1398,2576,40.25,944,203819
1399,2493,38.95,1184,255627
1400,2440,38.70,256,55305
1401,2547,39.80,512,110636
1402,2567,40.11,768,165915
1403,2517,39.33,1024,221384
1404,2391,37.36,1264,273258
1405,2459,39.36,1520,328721
1406,2532,39.56,1776,384121
1407,2554,39.91,2032,439436
1408,2444,38.19,2272,491157
1409,2577,40.27,2528,546327
1410,2538,40.82,256,55064
1411,2662,41.59,512,109950
1412,2574,40.22,768,165218
1413,2367,36.98,1008,217203
1414,2550,39.84,1264,272527
1415,2494,40.36,1520,327733
1416,2503,39.11,1776,383271
1417,2534,39.59,2032,438658
1418,2440,38.12,2272,490407
1419,2537,39.64,2528,545720
1420,2545,41.31,256,54962
1421,2551,39.86,512,110299
1422,2557,39.95,768,165601
1423,2498,39.03,1008,217492
1424,2422,37.84,1264,272905
1425,2465,40.13,1520,328153
1426,2556,39.94,1776,383475
1427,2552,39.88,2032,438802
1428,2518,39.34,2272,490707
1429,2441,38.14,2528,545931
1430,2501,40.76,256,55103
1431,2658,40.78,512,110202
1432,2584,40.38,768,165407
1433,2582,40.34,1024,220613
1434,2476,38.69,1264,272407
1435,2358,38.48,1520,327845
1436,2500,39.06,1776,383387
1437,2566,40.09,2032,438638
1438,2630,41.09,2288,493649
1439,2550,39.84,2528,545474
1440,2352,38.38,256,55137
1441,2558,39.97,512,110453
1442,2545,39.77,768,165793
1443,2569,40.14,1024,221069
1444,2521,39.39,1280,276522
1445,2283,37.29,1520,328576
1446,2495,38.98,1776,383961
1447,2561,40.02,2032,439249
1448,2578,40.28,2288,494469
1449,2540,39.69,2544,549860
1450,2415,39.33,240,51975
1451,2382,37.22,496,107388
1452,2494,38.97,752,162943
1453,2497,39.02,1008,218487
1454,2504,39.12,1264,274017
1455,2391,38.94,1520,329574
1456,2430,37.97,1760,381590
1457,2476,38.69,2016,436917
1458,2563,40.05,2272,492201
1459,2547,39.80,2528,547548
1460,2527,41.09,256,55009
1461,2574,40.22,512,110259
1462,2547,39.80,768,165619
1463,2335,36.48,1008,217733
1464,2478,38.72,1264,273342
1465,2394,39.02,1520,328884
1466,2598,39.66,1776,384370
1467,2505,39.14,2032,439775
1468,2572,40.19,2288,495026
1469,2500,39.06,2528,546730
1470,2425,39.49,256,55167
1471,2561,40.02,512,110462
1472,2536,39.62,768,165860
1473,2485,38.83,1024,221460
1474,2513,39.27,1280,276936
1475,2515,40.86,1520,328440
1476,2390,37.34,1776,383895
1477,2510,39.22,2032,439377
1478,2558,39.97,2288,494674
1479,2571,40.17,2544,549930
1480,2425,39.44,256,55460
1481,2527,39.48,512,110874
1482,2444,38.19,752,162790
1483,2456,38.38,1008,218254
1484,2512,39.25,1264,273738
1485,2422,39.36,1520,329197
1486,2556,39.94,1776,384511
1487,2518,39.34,2032,439980
1488,2470,38.59,2272,491898
1489,2460,38.44,2528,547231
1490,2486,40.38,256,55204
1491,2547,39.80,512,110548
1492,2490,38.91,768,166139
1493,2510,39.22,1024,221623
1494,2513,39.27,1280,277103
1495,2363,38.42,1520,329049
1496,2491,38.92,1776,384272
1497,2549,39.83,2032,439621
1498,2527,39.48,2288,495059
1499,2495,38.98,2544,550605
1500,2483,40.31,256,55211
1501,2538,39.66,512,110600
1502,2429,37.05,752,162641
1503,2468,38.56,1008,218210
1504,2487,38.86,1264,273821
1505,2378,38.64,1520,329479
1506,2466,38.53,1776,385115
1507,2561,40.02,2032,440404
1508,2550,39.84,2288,495740
1509,2374,37.09,2528,547674
1510,2513,40.73,256,55123
1511,2578,40.28,512,110337
